level	category_url	category_title	article_no	article_url	article_title	article_label	article_desc	article_weblink_url	article_weblink_label	article_file_url	article_file_title	article_dateModified	article_modifiedBy	article_type
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	12	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51597.aspx		Provisional agenda and annotations - French				http://ggim.un.org/knowledgebase/Attachment1428.aspx?AttachmentType=1	E-C20-2011-1-Agenda-F.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	13	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51598.aspx		Provisional agenda and annotations - Arabic				http://ggim.un.org/knowledgebase/Attachment1429.aspx?AttachmentType=1	E-C20-2011-1-Agenda-A.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	14	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51599.aspx		Provisional agenda and annotations - Russian				http://ggim.un.org/knowledgebase/Attachment1430.aspx?AttachmentType=1	E-C20-2011-1-Agenda-R.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	15	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51600.aspx		Provisional agenda and annotations - Spanish				http://ggim.un.org/knowledgebase/Attachment1431.aspx?AttachmentType=1	E-C20-2011-1-Agenda-S.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	16	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51601.aspx		Organization of the work of the session - English				http://ggim.un.org/knowledgebase/Attachment1432.aspx?AttachmentType=1	E-C20-2011-L1-TimeTable.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	17	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51602.aspx		Organization of the work of the session - Chinese				http://ggim.un.org/knowledgebase/Attachment1433.aspx?AttachmentType=1	E-C20-2011-L1-TimeTable-C.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	18	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51603.aspx		Organization of the work of the session - Arabic				http://ggim.un.org/knowledgebase/Attachment1434.aspx?AttachmentType=1	E-C20-2011-L1-TimeTable-A.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	19	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51604.aspx		Organization of the work of the session - French				http://ggim.un.org/knowledgebase/Attachment1435.aspx?AttachmentType=1	E-C20-2011-L1-TimeTable-F.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	20	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51582.aspx		UN-GGIM: Report on the first session - English				http://ggim.un.org/knowledgebase/Attachment1412.aspx?AttachmentType=1	Report of the first session_e.pdf	Monday, June 11, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	21	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51583.aspx		UN-GGIM: Report on the first session - Arabic				http://ggim.un.org/knowledgebase/Attachment1413.aspx?AttachmentType=1	Report of the first session_a.pdf	Monday, June 11, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	22	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51584.aspx		UN-GGIM: Report on the first session - Chinese				http://ggim.un.org/knowledgebase/Attachment1414.aspx?AttachmentType=1	Report of the first session_c.pdf	Monday, June 11, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	23	http://ggim.un.org/knowledgebase/KnowledgebaseArticle50115.aspx		GGIM_Acronyms_Classification_Aphabetical Order				http://ggim.un.org/knowledgebase/Attachment50.aspx?AttachmentType=1	GGIM_Acronyms_Classification_Aphabetical Order.pdf	Tuesday, June 10, 2014	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	24	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51607.aspx		Opening remarks of Seventh Session of UNGGIM				http://ggim.un.org/knowledgebase/Attachment1439.aspx?AttachmentType=1	GGIM7-USG_Statement.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	25	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51608.aspx		UNGGIM Report on the seventh session - English				http://ggim.un.org/knowledgebase/Attachment1440.aspx?AttachmentType=1	GGIM-7_Report_e.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	26	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51609.aspx		UNGGIM Report on the seventh session - Arabic				http://ggim.un.org/knowledgebase/Attachment1441.aspx?AttachmentType=1	GGIM-7_Report_a.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	27	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51610.aspx		UNGGIM Report on the seventh session - Chinese				http://ggim.un.org/knowledgebase/Attachment1442.aspx?AttachmentType=1	GGIM-7_Report_c.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	28	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51611.aspx		UNGGIM Report on the seventh session - French				http://ggim.un.org/knowledgebase/Attachment1443.aspx?AttachmentType=1	GGIM-7_Report_f.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	29	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51612.aspx		UNGGIM Report on the seventh session - Russian				http://ggim.un.org/knowledgebase/Attachment1444.aspx?AttachmentType=1	GGIM-7_Report_r.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	30	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51613.aspx		UNGGIM Report on the seventh session - Spanish				http://ggim.un.org/knowledgebase/Attachment1445.aspx?AttachmentType=1	GGIM-7_Report_s.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	31	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51614.aspx		Documentation for the Session				http://ggim.un.org/knowledgebase/Attachment1446.aspx?AttachmentType=1	Documentation for the Session_E_C.20_2017_INF1.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	32	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51615.aspx		List of Participants of Seventh session				http://ggim.un.org/knowledgebase/Attachment1447.aspx?AttachmentType=1	GGIM List of Participants_FINAL.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	33	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51616.aspx		Provisional agenda - English				http://ggim.un.org/knowledgebase/Attachment1448.aspx?AttachmentType=1	E_C.20_2017_1-1708210E.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	34	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51617.aspx		Provisional agenda - Arabic				http://ggim.un.org/knowledgebase/Attachment1449.aspx?AttachmentType=1	E_C.20_2017_1-1708210A.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	35	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51618.aspx		Provisional agenda - Chinese				http://ggim.un.org/knowledgebase/Attachment1450.aspx?AttachmentType=1	E_C.20_2017_1-1708210C.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	36	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51619.aspx		Provisional agenda - French				http://ggim.un.org/knowledgebase/Attachment1451.aspx?AttachmentType=1	E_C.20_2017_1-1708210F.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	37	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51620.aspx		Provisional agenda - Russian				http://ggim.un.org/knowledgebase/Attachment1452.aspx?AttachmentType=1	E_C.20_2017_1-1708210R.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	38	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51621.aspx		Provisional agenda - Spanish				http://ggim.un.org/knowledgebase/Attachment1453.aspx?AttachmentType=1	E_C.20_2017_1-1708210S.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	39	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51622.aspx		Organization of work - English				http://ggim.un.org/knowledgebase/Attachment1454.aspx?AttachmentType=1	E_C.20_2017_L1_Organization_of_work_en.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	40	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51623.aspx		Organization of work - Arabic				http://ggim.un.org/knowledgebase/Attachment1455.aspx?AttachmentType=1	E_C.20_2017_L1_Organization_of_work_ar.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	41	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51624.aspx		Organization of work - Chinese				http://ggim.un.org/knowledgebase/Attachment1456.aspx?AttachmentType=1	E_C.20_2017_L1_Organization_of_work_ch.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	42	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51625.aspx		Organization of work - French				http://ggim.un.org/knowledgebase/Attachment1457.aspx?AttachmentType=1	E_C.20_2017_L1_Organization_of_work_fr.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	43	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51626.aspx		Organization of work - Russian				http://ggim.un.org/knowledgebase/Attachment1458.aspx?AttachmentType=1	E_C.20_2017_L1_Organization_of_work_ru.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	44	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51627.aspx		Organization of work - Spanish				http://ggim.un.org/knowledgebase/Attachment1459.aspx?AttachmentType=1	E_C.20_2017_L1_Organization_of_work_sp.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	45	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51628.aspx		Provisional rules of procedure				http://ggim.un.org/knowledgebase/Attachment1460.aspx?AttachmentType=1	E-C20-2017-2-Rules of procedure.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	46	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51629.aspx		Summary: Contribution of regional committees and thematic       groups...				http://ggim.un.org/knowledgebase/Attachment1461.aspx?AttachmentType=1	E_C.20_2017_3-1708211E.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	47	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51630.aspx		Summary: Contribution of regional committees and thematic       groups...				http://ggim.un.org/knowledgebase/Attachment1462.aspx?AttachmentType=1	E_C.20_2017_3-1708211A.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	48	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51631.aspx		Summary: Contribution of regional committees and thematic       groups...				http://ggim.un.org/knowledgebase/Attachment1463.aspx?AttachmentType=1	E_C.20_2017_3-1708211C.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	49	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51632.aspx		Summary: Contribution of regional committees and thematic       groups...				http://ggim.un.org/knowledgebase/Attachment1464.aspx?AttachmentType=1	E_C.20_2017_3-1708211F.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	50	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51633.aspx		Summary: Contribution of regional committees and thematic       groups...				http://ggim.un.org/knowledgebase/Attachment1465.aspx?AttachmentType=1	E_C.20_2017_3-1708211R.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	51	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51634.aspx		Summary: Contribution of regional committees and thematic       groups...				http://ggim.un.org/knowledgebase/Attachment1466.aspx?AttachmentType=1	E_C.20_2017_3-1708211S.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	52	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51635.aspx		Report: Contribution of regional committees and thematic       groups...				http://ggim.un.org/knowledgebase/Attachment1467.aspx?AttachmentType=1	E-C20-2017-3 Regional Committees & Thematic Groups Report.pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	53	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51636.aspx		UN-GGIM: Africa Report to the 7th Session of the CE of UN-GGIM				http://ggim.un.org/knowledgebase/Attachment1468.aspx?AttachmentType=1	Item 4 - Sultan Mohammed Alya (UN-GGIM Africa).pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	54	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51637.aspx		UN-GGIM: Americas Regional Report 2016-2017				http://ggim.un.org/knowledgebase/Attachment1469.aspx?AttachmentType=1	Item 4 - Rolando Ocampo (UN-GGIM Americas).pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	55	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51638.aspx		UN-GGIM: Arab States Report of 7th Session				http://ggim.un.org/knowledgebase/Attachment1470.aspx?AttachmentType=1	Item 4 - Bandar Saleh H. Almuslamni (UN-GGIM Arab States).pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	56	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51639.aspx		Report of the Regional Committee of UN-GGIM for Asia and the...				http://ggim.un.org/knowledgebase/Attachment1471.aspx?AttachmentType=1	Item 4 - Hiroshi Murakami (UN-GGIM Asia Pacific).pdf	Tuesday, June 12, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	57	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51642.aspx		Academic Network Report of 7th Session				http://ggim.un.org/knowledgebase/Attachment1473.aspx?AttachmentType=1	Item 4 - Abbas Rajabifard (UN-GGIM Academia).pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	58	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51643.aspx		UN-GGIM Geospatial Societies Thematic Group				http://ggim.un.org/knowledgebase/Attachment1474.aspx?AttachmentType=1	Item 4 - Anthony Kinnaird Milne (UN-GGIM Geospatial Societies).pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	59	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51644.aspx		UN-GGIM Private Sector Network				http://ggim.un.org/knowledgebase/Attachment1475.aspx?AttachmentType=1	Item 4 - Sanjay Kumar (UN-GGIM Private Sector).pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	60	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51645.aspx		Report on UN-GGIM Regional Activities in Africa				http://ggim.un.org/knowledgebase/Attachment1476.aspx?AttachmentType=1	2017.UN-GGIM-Africa_Regional_Report-June_2017_Final_30_June.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	61	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51646.aspx		Regional Report UN-GGIM: Americas 2016-2017 - English				http://ggim.un.org/knowledgebase/Attachment1477.aspx?AttachmentType=1	UN-GGIM_Americas_Regional_Report_2017.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	62	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51647.aspx		Regional Report UN-GGIM: Americas 2016-2017 - Spanish				http://ggim.un.org/knowledgebase/Attachment1478.aspx?AttachmentType=1	UN-GGIM_Americas_Reporte_Regional_2017_spanish.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	63	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51648.aspx		REPORT To 7th United Nations - Global Geospatial Information...				http://ggim.un.org/knowledgebase/Attachment1479.aspx?AttachmentType=1	UN-GGIM-Arab-States-7th Report (with Annex.).pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	64	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51649.aspx		Report of the Regional Committee of United Nations Global...				http://ggim.un.org/knowledgebase/Attachment1480.aspx?AttachmentType=1	Background_Document_for_UN-GGIM-AP_Report.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	65	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51650.aspx		Report on Global Geospatial Information Management in Europe				http://ggim.un.org/knowledgebase/Attachment1481.aspx?AttachmentType=1	UNGGIM-Europe_ReportGGIM7_v1.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	66	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51651.aspx		UN-GGIM Academic Network progress report				http://ggim.un.org/knowledgebase/Attachment1482.aspx?AttachmentType=1	Annual_Report-UNGGIM_Academic_Network_2017.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	67	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51652.aspx		Report: UN-GGIM Geospatial Societies				http://ggim.un.org/knowledgebase/Attachment1483.aspx?AttachmentType=1	UN-GGM-GS_final_report_2017.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	68	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51654.aspx		Report on Global geodetic reference frame				http://ggim.un.org/knowledgebase/Attachment1485.aspx?AttachmentType=1	E-C20-2017-4 Global Geodetic Reference Frame Report.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	69	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51655.aspx		Summary on Global geodetic reference frame - English				http://ggim.un.org/knowledgebase/Attachment1486.aspx?AttachmentType=1	E_C.20_2017_4-1708213E.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	70	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51656.aspx		Summary on Global geodetic reference frame - Arabic				http://ggim.un.org/knowledgebase/Attachment1487.aspx?AttachmentType=1	E_C.20_2017_4-1708213A.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	71	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51657.aspx		Summary on Global geodetic reference frame - Chinese				http://ggim.un.org/knowledgebase/Attachment1488.aspx?AttachmentType=1	E_C.20_2017_4-1708213C.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	72	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51658.aspx		Summary on Global geodetic reference frame - French				http://ggim.un.org/knowledgebase/Attachment1489.aspx?AttachmentType=1	E_C.20_2017_4-1708213F.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	73	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51659.aspx		Summary on Global geodetic reference frame - Russian				http://ggim.un.org/knowledgebase/Attachment1490.aspx?AttachmentType=1	E_C.20_2017_4-1708213R.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	74	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51660.aspx		Summary on Global geodetic reference frame - Spanish				http://ggim.un.org/knowledgebase/Attachment1491.aspx?AttachmentType=1	E_C.20_2017_4-1708213R.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	75	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51661.aspx		Report on Determination of global fundamental geospatial data...				http://ggim.un.org/knowledgebase/Attachment1492.aspx?AttachmentType=1	E-C20-2017-5 Fundamental Data Themes Report.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	76	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51662.aspx		Summary on Determination of global fundamental geospatial       data...				http://ggim.un.org/knowledgebase/Attachment1493.aspx?AttachmentType=1	E_C.20_2017_5-1708214E.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	77	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51663.aspx		Summary on Determination of global fundamental geospatial       data...				http://ggim.un.org/knowledgebase/Attachment1494.aspx?AttachmentType=1	E_C.20_2017_5-1708214A.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	78	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51664.aspx		Summary on Determination of global fundamental geospatial       data...				http://ggim.un.org/knowledgebase/Attachment1495.aspx?AttachmentType=1	E_C.20_2017_5-1708214C.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	79	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51665.aspx		Summary on Determination of global fundamental geospatial       data...				http://ggim.un.org/knowledgebase/Attachment1496.aspx?AttachmentType=1	E_C.20_2017_5-1708214F.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	80	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51666.aspx		Summary on Determination of global fundamental geospatial       data...				http://ggim.un.org/knowledgebase/Attachment1497.aspx?AttachmentType=1	E_C.20_2017_5-1708214R.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	81	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51667.aspx		Summary on Determination of global fundamental geospatial       data...				http://ggim.un.org/knowledgebase/Attachment1498.aspx?AttachmentType=1	E_C.20_2017_5-1708214S.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	82	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51668.aspx		Introduction on Trends in national institutional arrangements       in...				http://ggim.un.org/knowledgebase/Attachment1499.aspx?AttachmentType=1	item_7_Antonio_Arozarena.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	83	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51669.aspx		Report on Trends in national institutional arrangements in       global...				http://ggim.un.org/knowledgebase/Attachment1500.aspx?AttachmentType=1	E-C20-2017-6 National Institutional Arrangements Report.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	84	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51670.aspx		National Institutional Arrangements: Instruments, Principles       and...				http://ggim.un.org/knowledgebase/Attachment1501.aspx?AttachmentType=1	Agenda_7_NIA_Instruments_Principles_and_Guidelines.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	85	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51671.aspx		Compendium of good practices for national institutional...				http://ggim.un.org/knowledgebase/Attachment1502.aspx?AttachmentType=1	Agenda 7 Compendium of NIA Good Practices.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	86	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51672.aspx		Summary on Trends in national institutional arrangements in...				http://ggim.un.org/knowledgebase/Attachment1503.aspx?AttachmentType=1	E_C.20_2017_6-1708216E.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
