level	category_url	category_title	article_no	article_url	article_title	article_label	article_desc	article_weblink_url	article_weblink_label	article_file_url	article_file_title	article_dateModified	article_modifiedBy	article_type
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	87	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51673.aspx		Summary on Trends in national institutional arrangements in...				http://ggim.un.org/knowledgebase/Attachment1504.aspx?AttachmentType=1	E_C.20_2017_6-1708216A.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	88	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51674.aspx		Summary on Trends in national institutional arrangements in...				http://ggim.un.org/knowledgebase/Attachment1505.aspx?AttachmentType=1	E_C.20_2017_6-1708216F.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	89	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51675.aspx		Summary on Trends in national institutional arrangements in...				http://ggim.un.org/knowledgebase/Attachment1506.aspx?AttachmentType=1	E_C.20_2017_6-1708216C.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	90	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51676.aspx		Summary on Trends in national institutional arrangements in...				http://ggim.un.org/knowledgebase/Attachment1507.aspx?AttachmentType=1	E_C.20_2017_6-1708216R.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	91	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51677.aspx		Summary on Trends in national institutional arrangements in...				http://ggim.un.org/knowledgebase/Attachment1508.aspx?AttachmentType=1	E_C.20_2017_6-1708216S.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	92	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51678.aspx		Legal and Policy Frameworks, Including Issues Related to...				http://ggim.un.org/knowledgebase/Attachment1509.aspx?AttachmentType=1	item_8_Kevin_David_Pomfret.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	93	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51679.aspx		Report on Legal and policy frameworks, including issues       related...				http://ggim.un.org/knowledgebase/Attachment1510.aspx?AttachmentType=1	E-C20-2017-7 Legal and Policy Frameworks Report.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	94	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51680.aspx		Compendium on Licensing of Geospatial Information				http://ggim.un.org/knowledgebase/Attachment1511.aspx?AttachmentType=1	Agenda 8 - Compendium on Licensing of Geospatial Information.pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	95	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51681.aspx		Concept Note to Establish a Working Group on Legal and Policy...				http://ggim.un.org/knowledgebase/Attachment1512.aspx?AttachmentType=1	Agenda 8 - Concept Note for Proposed Working Group (19Jun).pdf	Thursday, June 14, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	96	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51682.aspx		Summary on Legal and policy frameworks, including issues       related...				http://ggim.un.org/knowledgebase/Attachment1513.aspx?AttachmentType=1	E_C.20_2017_7-1708218E.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	97	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51683.aspx		Summary on Legal and policy frameworks, including issues       related...				http://ggim.un.org/knowledgebase/Attachment1514.aspx?AttachmentType=1	E_C.20_2017_7-1708218A.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	98	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51684.aspx		Summary on Legal and policy frameworks, including issues       related...				http://ggim.un.org/knowledgebase/Attachment1515.aspx?AttachmentType=1	E_C.20_2017_7-1708218C.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	99	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51685.aspx		Summary on Legal and policy frameworks, including issues       related...				http://ggim.un.org/knowledgebase/Attachment1516.aspx?AttachmentType=1	E_C.20_2017_7-1708218F.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	100	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51686.aspx		Summary on Legal and policy frameworks, including issues       related...				http://ggim.un.org/knowledgebase/Attachment1517.aspx?AttachmentType=1	E_C.20_2017_7-1708218R.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	101	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51687.aspx		Summary on Legal and policy frameworks, including issues       related...				http://ggim.un.org/knowledgebase/Attachment1518.aspx?AttachmentType=1	E_C.20_2017_7-1708218S.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	102	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51688.aspx		Introduction on Implementation and adoption of standards for       the...				http://ggim.un.org/knowledgebase/Attachment1519.aspx?AttachmentType=1	Item 9 - Denise McKenzie.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	103	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51689.aspx		Report on Implementation and adoption of standards for the       global...				http://ggim.un.org/knowledgebase/Attachment1520.aspx?AttachmentType=1	E-C20-2017-8 Implementation of Standards Report.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	104	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51690.aspx		Summary on Implementation and adoption of standards for the...				http://ggim.un.org/knowledgebase/Attachment1521.aspx?AttachmentType=1	E_C.20_2017_8-1708219E.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	105	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51691.aspx		Summary on Implementation and adoption of standards for the...				http://ggim.un.org/knowledgebase/Attachment1522.aspx?AttachmentType=1	E_C.20_2017_8-1708219A.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	106	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51692.aspx		Summary on Implementation and adoption of standards for the...				http://ggim.un.org/knowledgebase/Attachment1523.aspx?AttachmentType=1	E_C.20_2017_8-1708219C.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	107	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51693.aspx		Summary on Implementation and adoption of standards for the...				http://ggim.un.org/knowledgebase/Attachment1524.aspx?AttachmentType=1	E_C.20_2017_8-1708219F.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	108	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51694.aspx		Summary on Implementation and adoption of standards for the...				http://ggim.un.org/knowledgebase/Attachment1525.aspx?AttachmentType=1	E_C.20_2017_8-1708219R.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	109	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51695.aspx		Summary on Implementation and adoption of standards for the...				http://ggim.un.org/knowledgebase/Attachment1526.aspx?AttachmentType=1	E_C.20_2017_8-1708219S.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	110	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51696.aspx		Introduction on Integration of geospatial, statistical and       other...				http://ggim.un.org/knowledgebase/Attachment1527.aspx?AttachmentType=1	Item 10 - Martin Brady.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	111	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51697.aspx		Report on Integration of geospatial, statistical and other...				http://ggim.un.org/knowledgebase/Attachment1528.aspx?AttachmentType=1	E-C20-2017-9 Integration of Geo-Statistical Info Report.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	112	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51698.aspx		Summary on Integration of geospatial, statistical and other...				http://ggim.un.org/knowledgebase/Attachment1529.aspx?AttachmentType=1	E_C.20_2017_9-1708403E.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	113	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51699.aspx		Summary on Integration of geospatial, statistical and other...				http://ggim.un.org/knowledgebase/Attachment1530.aspx?AttachmentType=1	E_C.20_2017_9-1708403A.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	114	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51700.aspx		Summary on Integration of geospatial, statistical and other...				http://ggim.un.org/knowledgebase/Attachment1531.aspx?AttachmentType=1	E_C.20_2017_9-1708403C.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	115	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51701.aspx		Summary on Integration of geospatial, statistical and other...				http://ggim.un.org/knowledgebase/Attachment1532.aspx?AttachmentType=1	E_C.20_2017_9-1708403F.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	116	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51702.aspx		Summary on Integration of geospatial, statistical and other...				http://ggim.un.org/knowledgebase/Attachment1533.aspx?AttachmentType=1	E_C.20_2017_9-1708403R.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	117	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51703.aspx		Summary on Integration of geospatial, statistical and other...				http://ggim.un.org/knowledgebase/Attachment1534.aspx?AttachmentType=1	E_C.20_2017_9-1708403S.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	118	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51704.aspx		Report on Application of geospatial information related to       land...				http://ggim.un.org/knowledgebase/Attachment1535.aspx?AttachmentType=1	E-C20-2017-10 Land Administration and Management Report.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	119	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51705.aspx		Introduction on Application of geospatial information related       to...				http://ggim.un.org/knowledgebase/Attachment1536.aspx?AttachmentType=1	item_11_Kees_de_Zeeuw.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	120	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51706.aspx		Summary on Application of geospatial information related to       land...				http://ggim.un.org/knowledgebase/Attachment1537.aspx?AttachmentType=1	E_C.20_2017_10-1708220E.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	121	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51707.aspx		Summary on Application of geospatial information related to       land...				http://ggim.un.org/knowledgebase/Attachment1538.aspx?AttachmentType=1	E_C.20_2017_10-1708220A.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	122	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51708.aspx		Summary on Application of geospatial information related to       land...				http://ggim.un.org/knowledgebase/Attachment1539.aspx?AttachmentType=1	E_C.20_2017_10-1708220C.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	123	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51709.aspx		Summary on Application of geospatial information related to       land...				http://ggim.un.org/knowledgebase/Attachment1540.aspx?AttachmentType=1	E_C.20_2017_10-1708220F.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	124	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51710.aspx		Summary on Application of geospatial information related to       land...				http://ggim.un.org/knowledgebase/Attachment1541.aspx?AttachmentType=1	E_C.20_2017_10-1708220R.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	125	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51711.aspx		Summary on Application of geospatial information related to       land...				http://ggim.un.org/knowledgebase/Attachment1542.aspx?AttachmentType=1	E_C.20_2017_10-1708220S.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	126	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51712.aspx		Report on Geospatial information for sustainable development				http://ggim.un.org/knowledgebase/Attachment1543.aspx?AttachmentType=1	E-C20-2017-11 Geospatial Information for Sustainable Development Report.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	127	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51713.aspx		Introduction on Geospatial Information for Sustainable...				http://ggim.un.org/knowledgebase/Attachment1544.aspx?AttachmentType=1	Item 12 - Marie Haldorson.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	128	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51714.aspx		Results of Analysis of the Global Indicator Framework with a...				http://ggim.un.org/knowledgebase/Attachment1545.aspx?AttachmentType=1	Agenda 12 - Initial short-list (Review of global indicator framework with geographic lens).pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	129	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51715.aspx		Summary on Geospatial information for sustainable development       -...				http://ggim.un.org/knowledgebase/Attachment1546.aspx?AttachmentType=1	E_C.20_2017_11-1708404E.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	130	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51716.aspx		Summary on Geospatial information for sustainable development       -...				http://ggim.un.org/knowledgebase/Attachment1547.aspx?AttachmentType=1	E_C.20_2017_11-1708404A.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	131	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51717.aspx		Summary on Geospatial information for sustainable development       -...				http://ggim.un.org/knowledgebase/Attachment1548.aspx?AttachmentType=1	E_C.20_2017_11-1708404C.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	132	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51718.aspx		Summary on Geospatial information for sustainable development       -...				http://ggim.un.org/knowledgebase/Attachment1549.aspx?AttachmentType=1	E_C.20_2017_11-1708404F.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	133	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51719.aspx		Summary on Geospatial information for sustainable development       -...				http://ggim.un.org/knowledgebase/Attachment1550.aspx?AttachmentType=1	E_C.20_2017_11-1708404R.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	134	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51720.aspx		Summary on Geospatial information for sustainable development       -...				http://ggim.un.org/knowledgebase/Attachment1551.aspx?AttachmentType=1	E_C.20_2017_11-1708404S.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	135	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51721.aspx		Report on Geospatial information and services for disasters				http://ggim.un.org/knowledgebase/Attachment1552.aspx?AttachmentType=1	E-C20-2017-12 Geospatial Information and Services for Disasters Report.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
3	http://ggim.un.org/knowledgebase/KnowledgebaseCategory27.aspx	Resource Documents	136	http://ggim.un.org/knowledgebase/KnowledgebaseArticle51722.aspx		Introduction on Geospatial information and services for       disasters...				http://ggim.un.org/knowledgebase/Attachment1553.aspx?AttachmentType=1	Item 13 - Peter N. Tiangco & Mark Codling.pdf	Monday, June 18, 2018	Staff_Consultant	INFO
